전우치	2013-1-2	13.4
전우치	2013-1-3	14.4
전우치	2013-1-9	14.7
전우치	2013-1-10	14.8
전우치	2013-1-16	15.3
전우치	2013-1-17	15.0
전우치	2013-1-23	13.5
전우치	2013-1-24	14.6
전우치	2013-1-30	12.7
전우치	2013-1-31	13.7
전우치	2013-2-6	13.1
전우치	2013-2-7	16.0
아이리스2	2013-2-13	17.0
아이리스2	2013-2-14	15.0
아이리스2	2013-2-20	12.2
아이리스2	2013-2-21	11.7
아이리스2	2013-2-27	11.6
아이리스2	2013-2-28	10.8
아이리스2	2013-3-6	11.1
아이리스2	2013-3-7	11.2
아이리스2	2013-3-13	10.6
아이리스2	2013-3-14	9.7
아이리스2	2013-3-20	10.4
아이리스2	2013-3-21	10.6
아이리스2	2013-3-27	10.6
아이리스2	2013-3-28	10.4
아이리스2	2013-4-3	10.6
아이리스2	2013-4-4	11.3
아이리스2	2013-4-10	10.5
아이리스2	2013-4-11	9.8
아이리스2	2013-4-17	8.8
아이리스2	2013-4-18	10.5
천명	2013-4-24	9.8
천명	2013-4-25	9.9
천명	2013-5-1	9.2
천명	2013-5-2	9.9
천명	2013-5-8	9.8
천명	2013-5-9	9.3
천명	2013-5-15	9.3
천명	2013-5-16	9.5
천명	2013-5-22	9.4
천명	2013-5-23	9.8
천명	2013-5-29	10.1
천명	2013-5-30	9.3
천명	2013-6-5	9.5
천명	2013-6-6	7.9
천명	2013-6-12	7.7
천명	2013-6-13	7.9
천명	2013-6-19	6.6
천명	2013-6-20	7.4
천명	2013-6-26	7.0
천명	2013-6-27	8.5
칼과 꽃	2013-7-3	7.0
칼과 꽃	2013-7-4	5.5
칼과 꽃	2013-7-10	4.3
칼과 꽃	2013-7-11	4.3
칼과 꽃	2013-7-17	5.0
칼과 꽃	2013-7-18	4.1
칼과 꽃	2013-7-24	3.8
칼과 꽃	2013-7-25	4.2
칼과 꽃	2013-7-31	5.1
칼과 꽃	2013-8-1	4.7
칼과 꽃	2013-8-7	5.1
칼과 꽃	2013-8-8	4.7
칼과 꽃	2013-8-14	4.9
칼과 꽃	2013-8-15	4.1
칼과 꽃	2013-8-21	4.4
칼과 꽃	2013-8-22	3.9
칼과 꽃	2013-8-28	3.3
칼과 꽃	2013-8-29	4.0
칼과 꽃	2013-9-4	3.0
칼과 꽃	2013-9-5	3.2
비밀	2013-9-25	4.7
비밀	2013-9-26	4.1
비밀	2013-10-2	6.2
비밀	2013-10-3	7.8
비밀	2013-10-9	10.6
비밀	2013-10-10	11.9
비밀	2013-10-16	12.4
비밀	2013-10-17	12.9
비밀	2013-10-23	13.0
비밀	2013-10-24	13.8
비밀	2013-10-30	13.2
비밀	2013-10-31	14.6
비밀	2013-11-6	13.3
비밀	2013-11-7	13.4
비밀	2013-11-13	13.3
비밀	2013-11-14	15.4
예쁜 남자	2013-11-20	4.3
예쁜 남자	2013-11-21	4.8
예쁜 남자	2013-11-27	4.5
예쁜 남자	2013-11-28	3.7
예쁜 남자	2013-12-4	2.9
예쁜 남자	2013-12-5	3.2
예쁜 남자	2013-12-11	2.8
예쁜 남자	2013-12-12	2.6
예쁜 남자	2013-12-18	3.0
예쁜 남자	2013-12-19	2.8
예쁜 남자	2013-12-25	3.2
예쁜 남자	2013-12-26	2.6
예쁜 남자	2014-1-1	4.0
예쁜 남자	2014-1-2	3.0
예쁜 남자	2014-1-8	3.0
예쁜 남자	2014-1-9	2.3
감격시대	2014-1-15	7.9
감격시대	2014-1-16	7.8
감격시대	2014-1-22	8.9
감격시대	2014-1-23	7.8
감격시대	2014-1-29	6.6
감격시대	2014-1-30	7.9
감격시대	2014-2-5	7.0
감격시대	2014-2-6	7.4
감격시대	2014-2-12	8.8
감격시대	2014-2-13	9.9
감격시대	2014-2-19	8.8
감격시대	2014-2-20	8.2
감격시대	2014-2-26	8.7
감격시대	2014-2-27	8.9
감격시대	2014-3-5	10.0
감격시대	2014-3-6	10.3
감격시대	2014-3-12	10.7
감격시대	2014-3-13	10.0
감격시대	2014-3-19	9.8
감격시대	2014-3-20	10.8
감격시대	2014-3-26	10.0
감격시대	2014-3-27	10.3
감격시대	2014-4-2	9.8
감격시대	2014-4-3	10.7
골든 크로스	2014-4-9	5.0
골든 크로스	2014-4-10	4.6
골든 크로스	2014-4-23	5.2
골든 크로스	2014-4-24	4.7
골든 크로스	2014-4-30	5.4
골든 크로스	2014-5-1	5.9
골든 크로스	2014-5-7	6.9
골든 크로스	2014-5-8	7.5
골든 크로스	2014-5-14	7.3
골든 크로스	2014-5-15	6.9
골든 크로스	2014-5-21	7.1
골든 크로스	2014-5-22	6.8
골든 크로스	2014-5-28	8.7
골든 크로스	2014-5-29	7.7
골든 크로스	2014-6-4	10.8
골든 크로스	2014-6-5	8.7
골든 크로스	2014-6-11	9.2
골든 크로스	2014-6-12	8.6
골든 크로스	2014-6-18	8.1
골든 크로스	2014-6-19	9.5
조선 총잡이	2014-6-25	8.9
조선 총잡이	2014-6-26	6.6
조선 총잡이	2014-7-2	8.3
조선 총잡이	2014-7-3	8.0
조선 총잡이	2014-7-9	8.5
조선 총잡이	2014-7-10	8.9
조선 총잡이	2014-7-16	8.3
조선 총잡이	2014-7-17	8.3
조선 총잡이	2014-7-23	9.3
조선 총잡이	2014-7-24	10.7
조선 총잡이	2014-7-30	9.5
조선 총잡이	2014-7-31	9.4
